timestamps,X,Y,Z,Marker0
1749788599.315,-2.677,1.308,-4.583,0
1749788599.315,-2.856,1.039,-4.471,0
1749788599.372,-3.290,1.249,-3.806,0
1749788599.372,-3.507,1.271,-3.036,0
1749788599.372,-3.200,1.376,-2.871,0
1749788599.433,-3.013,1.421,-2.998,0
1749788599.433,-2.751,1.413,-3.634,0
1749788599.433,-2.340,1.234,-3.828,0
1749788599.493,-2.236,0.583,-3.940,0
1749788599.493,-2.183,0.665,-3.671,0
1749788599.493,-2.811,0.755,-3.708,0
1749788599.555,-3.051,0.942,-3.686,0
1749788599.555,-3.148,1.017,-3.252,0
1749788599.555,-3.028,1.226,-2.998,0
1749788599.599,-2.781,1.533,-3.133,0
1749788599.599,-3.133,1.211,-3.417,0
1749788599.599,-2.879,1.406,-3.409,0
1749788599.657,-3.095,1.174,-3.566,0
1749788599.657,-3.080,1.391,-3.611,0
1749788599.657,-2.968,1.376,-3.492,0
1749788599.716,-2.864,1.189,-3.791,0
1749788599.716,-2.789,0.837,-3.828,0
1749788599.716,-3.178,1.062,-3.955,0
1749788599.778,-2.766,1.009,-3.611,0
1749788599.778,-2.647,1.241,-3.267,0
1749788599.778,-3.103,1.204,-3.267,0
1749788599.827,-2.946,1.062,-3.282,0
1749788599.827,-3.103,1.353,-3.297,0
1749788599.827,-3.103,1.600,-3.088,0
1749788599.882,-3.245,1.361,-3.477,0
1749788599.882,-3.073,1.383,-3.477,0
1749788599.882,-3.110,1.533,-3.604,0
1749788599.945,-3.073,1.839,-3.581,0
1749788599.945,-2.864,1.518,-3.978,0
1749788599.945,-3.148,1.495,-3.940,0
1749788600.002,-2.871,0.979,-4.112,0
1749788600.002,-3.028,1.181,-3.895,0
1749788600.002,-3.163,1.301,-3.910,0
1749788600.048,-3.036,0.905,-3.723,0
1749788600.048,-3.230,0.979,-3.492,0
1749788600.048,-3.110,1.017,-3.454,0
1749788600.122,-3.424,1.323,-3.260,0
1749788600.122,-3.604,1.376,-3.664,0
1749788600.122,-3.537,1.750,-3.970,0
1749788600.167,-2.707,2.191,-3.746,0
1749788600.167,-2.086,1.959,-4.067,0
1749788600.167,-2.609,1.630,-4.568,0
1749788600.229,-2.834,1.488,-4.733,0
1749788600.229,-3.514,0.957,-4.494,0
1749788600.229,-3.985,0.531,-4.127,0
1749788600.273,-3.851,0.650,-4.307,0
1749788600.273,-3.679,0.479,-4.292,0
1749788600.273,-3.335,0.381,-3.955,0
1749788600.333,-3.245,0.688,-3.350,0
1749788600.333,-2.168,0.965,-2.422,0
1749788600.333,-2.131,1.413,-2.512,0
1749788600.398,-2.348,1.421,-2.961,0
1749788600.398,-2.310,1.279,-3.103,0
1749788600.398,-2.437,1.376,-2.946,0
1749788600.454,-2.542,1.690,-3.746,0
1749788600.454,-3.215,1.398,-3.888,0
1749788600.454,-3.649,1.361,-4.112,0
1749788600.498,-4.045,1.540,-4.060,0
1749788600.498,-4.015,1.697,-3.806,0
1749788600.498,-3.940,1.944,-3.522,0
1749788600.558,-3.499,2.011,-3.342,0
1749788600.558,-3.327,1.884,-3.267,0
1749788600.558,-2.430,1.899,-3.611,0
1749788600.617,-2.310,1.533,-3.499,0
1749788600.617,-1.936,1.323,-3.566,0
1749788600.617,-2.460,1.525,-3.768,0
1749788600.680,-2.729,0.987,-3.731,0
1749788600.680,-2.983,0.815,-3.529,0
1749788600.680,-2.991,0.606,-3.454,0
1749788600.725,-3.843,0.284,-3.537,0
1749788600.725,-3.925,0.538,-3.753,0
1749788600.725,-4.015,0.643,-3.918,0
1749788600.783,-3.955,0.695,-4.127,0
1749788600.783,-3.626,0.845,-4.277,0
1749788600.783,-3.566,0.927,-4.082,0
1749788600.843,-2.953,1.196,-4.045,0
1749788600.843,-3.088,1.458,-4.262,0
1749788600.843,-2.983,1.495,-3.357,0
1749788600.902,-2.766,2.460,-3.275,0
1749788600.902,-3.043,2.505,-3.095,0
1749788600.902,-3.051,2.370,-3.365,0
1749788600.964,-3.223,2.265,-3.394,0
1749788600.964,-3.529,2.542,-3.791,0
1749788600.964,-3.836,2.908,-3.806,0
1749788601.008,-3.065,2.707,-3.768,0
1749788601.008,-2.789,1.966,-3.507,0
1749788601.008,-2.251,1.645,-3.357,0
1749788601.068,-2.587,1.705,-2.804,0
1749788601.068,-2.654,1.667,-2.908,0
1749788601.068,-2.811,1.922,-2.789,0
1749788601.127,-2.953,1.779,-2.751,0
1749788601.127,-3.492,1.824,-3.589,0
1749788601.127,-3.708,1.346,-4.980,0
1749788601.177,-3.208,0.755,-5.421,0
1749788601.177,-2.482,0.852,-4.995,0
1749788601.177,-3.133,0.718,-4.464,0
1749788601.238,-3.851,0.755,-3.940,0
1749788601.238,-3.798,0.688,-3.424,0
1749788601.238,-3.581,0.606,-2.998,0
1749788601.293,-3.559,0.770,-2.774,0
1749788601.293,-3.133,1.084,-3.088,0
1749788601.293,-2.751,1.286,-3.634,0
1749788601.338,-2.916,1.705,-3.626,0
1749788601.338,-2.841,1.996,-3.933,0
1749788601.338,-3.013,2.340,-3.694,0
1749788601.398,-3.357,2.460,-3.776,0
1749788601.398,-3.537,2.116,-3.372,0
1749788601.398,-3.596,1.690,-3.544,0
1749788601.458,-2.923,1.839,-3.544,0
1749788601.458,-2.961,1.914,-3.342,0
1749788601.458,-2.826,1.959,-3.350,0
1749788601.524,-3.155,2.198,-3.103,0
1749788601.524,-2.886,2.079,-3.193,0
1749788601.524,-2.916,2.333,-3.439,0
1749788601.564,-3.462,2.647,-3.342,0
1749788601.564,-3.350,2.579,-3.551,0
1749788601.564,-2.998,2.348,-3.858,0
1749788601.623,-3.335,1.802,-4.037,0
1749788601.623,-3.402,1.518,-3.910,0
1749788601.623,-3.484,1.338,-4.023,0
1749788601.682,-3.185,1.458,-3.783,0
1749788601.682,-2.953,1.421,-3.492,0
1749788601.682,-3.118,1.346,-3.708,0
1749788601.742,-3.036,0.785,-3.948,0
1749788601.742,-3.028,0.628,-3.604,0
1749788601.742,-2.946,0.920,-3.320,0
1749788601.809,-3.170,1.196,-3.417,0
1749788601.809,-3.963,1.765,-3.768,0
1749788601.809,-3.275,1.794,-3.888,0
1749788601.849,-2.796,1.899,-3.828,0
1749788601.849,-2.475,1.361,-3.581,0
1749788601.849,-2.393,1.151,-3.544,0
1749788601.908,-2.594,1.286,-3.028,0
1749788601.908,-2.587,1.286,-2.572,0
1749788601.908,-3.028,1.428,-2.378,0
1749788601.967,-3.073,1.667,-2.565,0
1749788601.967,-2.692,1.772,-3.223,0
1749788601.967,-2.497,1.480,-3.851,0
1749788602.014,-2.460,1.032,-4.224,0
1749788602.014,-2.385,1.181,-3.843,0
1749788602.014,-2.946,1.211,-3.738,0
1749788602.077,-3.327,1.465,-3.566,0
1749788602.077,-3.447,1.720,-3.297,0
1749788602.077,-3.282,1.391,-3.163,0
1749788602.131,-3.036,1.802,-3.252,0
1749788602.131,-3.402,1.892,-3.394,0
1749788602.131,-3.125,1.996,-3.619,0
1749788602.192,-3.596,2.138,-3.656,0
1749788602.192,-3.499,1.951,-4.008,0
1749788602.192,-3.798,1.996,-3.813,0
1749788602.237,-3.783,1.989,-3.993,0
1749788602.237,-3.634,1.720,-4.082,0
1749788602.237,-3.305,1.660,-4.015,0
1749788602.298,-3.402,1.585,-4.202,0
1749788602.298,-3.380,1.443,-4.030,0
1749788602.298,-3.320,1.436,-3.701,0
1749788602.360,-3.013,1.869,-3.671,0
1749788602.360,-3.208,1.996,-3.978,0
1749788602.360,-3.208,0.000,-4.015,0
1749788602.417,-3.200,1.817,-3.828,0
1749788602.417,-3.462,2.004,-3.791,0
1749788602.417,-3.312,1.660,-3.559,0
1749788602.466,-3.133,2.146,-3.312,0
1749788602.466,-3.223,1.637,-3.409,0
1749788602.466,-3.208,1.525,-3.634,0
1749788602.522,-2.961,1.286,-3.275,0
1749788602.522,-3.208,0.860,-3.619,0
1749788602.522,-3.215,0.927,-3.895,0
1749788602.582,-3.185,1.024,-4.262,0
1749788602.582,-3.290,1.391,-4.105,0
1749788602.582,-3.170,1.346,-3.708,0
1749788602.645,-3.484,1.548,-3.574,0
1749788602.645,-3.985,2.071,-3.858,0
1749788602.645,-3.993,2.064,-3.978,0
1749788602.691,-3.163,2.019,-3.993,0
1749788602.691,-2.325,1.877,-3.798,0
1749788602.691,-2.123,1.682,-3.753,0
