timestamps,X,Y,Z,Marker0
1749427896.839,0.205,-0.051,0.977,0
1749427896.839,0.208,-0.049,0.970,0
1749427896.839,0.213,-0.043,0.981,0
1749427896.898,0.206,-0.042,0.969,0
1749427896.898,0.206,-0.037,0.973,0
1749427896.898,0.206,-0.036,0.964,0
1749427896.949,0.204,-0.039,0.954,0
1749427896.949,0.202,-0.044,0.947,0
1749427896.949,0.200,-0.044,0.952,0
1749427897.004,0.207,-0.047,0.963,0
1749427897.004,0.207,-0.046,0.974,0
1749427897.004,0.207,-0.043,0.999,0
1749427897.064,0.207,-0.039,0.975,0
1749427897.064,0.203,-0.046,0.950,0
1749427897.064,0.198,-0.039,0.959,0
1749427897.124,0.199,-0.042,0.965,0
1749427897.124,0.201,-0.046,0.968,0
1749427897.124,0.204,-0.042,0.973,0
1749427897.184,0.204,-0.037,0.962,0
1749427897.184,0.208,-0.038,0.946,0
1749427897.184,0.208,-0.040,0.953,0
1749427897.234,0.204,-0.040,0.975,0
1749427897.234,0.202,-0.039,0.969,0
1749427897.234,0.205,-0.036,0.972,0
1749427897.289,0.210,-0.037,0.970,0
1749427897.289,0.204,-0.037,0.969,0
1749427897.289,0.201,-0.041,0.962,0
1749427897.349,0.199,-0.048,0.965,0
1749427897.349,0.203,-0.052,0.962,0
1749427897.349,0.200,-0.051,0.961,0
1749427897.424,0.197,-0.049,0.967,0
1749427897.424,0.203,-0.042,0.957,0
1749427897.424,0.213,-0.036,0.954,0
1749427897.454,0.222,-0.039,0.964,0
1749427897.454,0.207,-0.037,0.965,0
1749427897.454,0.199,-0.035,0.963,0
1749427897.518,0.201,-0.033,0.966,0
1749427897.518,0.202,-0.031,0.964,0
1749427897.518,0.201,-0.033,0.961,0
1749427897.574,0.200,-0.032,0.962,0
1749427897.574,0.203,-0.038,0.967,0
1749427897.574,0.202,-0.034,0.958,0
1749427897.634,0.204,-0.036,0.955,0
1749427897.634,0.201,-0.039,0.958,0
1749427897.634,0.203,-0.037,0.948,0
1749427897.679,0.202,-0.039,0.960,0
1749427897.679,0.202,-0.042,0.965,0
1749427897.679,0.207,-0.037,0.970,0
1749427897.739,0.213,-0.040,0.964,0
1749427897.739,0.213,-0.045,0.961,0
1749427897.739,0.212,-0.044,0.957,0
1749427897.802,0.210,-0.046,0.974,0
1749427897.802,0.217,-0.047,0.986,0
1749427897.802,0.217,-0.050,0.962,0
1749427897.858,0.216,-0.042,0.947,0
1749427897.858,0.211,-0.041,0.962,0
1749427897.858,0.217,-0.032,0.965,0
1749427897.907,0.211,-0.020,0.970,0
1749427897.907,0.213,-0.020,0.968,0
1749427897.907,0.215,-0.030,0.978,0
1749427897.964,0.214,-0.031,0.978,0
1749427897.964,0.214,-0.033,0.972,0
1749427897.964,0.210,-0.032,0.956,0
1749427898.024,0.210,-0.032,0.958,0
1749427898.024,0.206,-0.036,0.963,0
1749427898.024,0.201,-0.036,0.961,0
1749427898.074,0.202,-0.038,0.955,0
1749427898.074,0.204,-0.035,0.956,0
1749427898.074,0.198,-0.036,0.959,0
1749427898.130,0.198,-0.036,0.968,0
1749427898.130,0.200,-0.041,0.967,0
1749427898.130,0.198,-0.045,0.970,0
1749427898.189,0.198,-0.051,0.964,0
1749427898.189,0.197,-0.052,0.954,0
1749427898.189,0.194,-0.044,0.957,0
1749427898.249,0.196,-0.045,0.959,0
1749427898.249,0.197,-0.043,0.970,0
1749427898.249,0.202,-0.040,0.967,0
1749427898.308,0.200,-0.041,0.969,0
1749427898.308,0.197,-0.040,0.967,0
1749427898.308,0.199,-0.037,0.965,0
1749427898.373,0.199,-0.039,0.963,0
1749427898.373,0.200,-0.040,0.959,0
1749427898.373,0.203,-0.040,0.962,0
1749427898.414,0.200,-0.042,0.964,0
1749427898.414,0.204,-0.040,0.967,0
1749427898.414,0.205,-0.036,0.965,0
1749427898.474,0.203,-0.032,0.961,0
1749427898.474,0.208,-0.023,0.958,0
1749427898.474,0.217,-0.018,0.962,0
1749427898.519,0.215,-0.018,0.972,0
1749427898.519,0.214,-0.027,0.975,0
1749427898.519,0.215,-0.028,0.978,0
1749427898.580,0.215,-0.028,0.977,0
1749427898.580,0.214,-0.024,0.968,0
1749427898.580,0.215,-0.027,0.965,0
1749427898.643,0.213,-0.026,0.960,0
1749427898.643,0.213,-0.026,0.955,0
1749427898.643,0.211,-0.030,0.951,0
1749427898.698,0.213,-0.036,0.956,0
1749427898.698,0.209,-0.039,0.964,0
1749427898.698,0.211,-0.043,0.961,0
1749427898.759,0.210,-0.042,0.958,0
1749427898.759,0.208,-0.036,0.960,0
