timestamps,X,Y,Z,Marker0
1749427047.290,-3.208,0.239,-1.802,0
1749427047.290,-3.230,-0.598,-2.034,0
1749427047.290,-4.008,-1.077,-2.333,0
1749427047.348,-4.441,-1.256,-3.028,0
1749427047.348,-4.823,-0.860,-3.634,0
1749427047.348,-4.553,-0.650,-4.441,0
1749427047.412,-4.411,-0.441,-5.256,0
1749427047.412,-4.935,-0.269,-5.563,0
1749427047.412,-5.443,0.179,-5.376,0
1749427047.456,-5.383,0.239,-5.421,0
1749427047.456,-5.540,0.022,-5.152,0
1749427047.456,-5.765,-0.606,-5.466,0
1749427047.514,-5.922,-0.897,-5.795,0
1749427047.514,-5.780,-1.241,-5.570,0
1749427047.514,-5.735,-0.905,-5.137,0
1749427047.574,-6.213,-0.366,-4.823,0
1749427047.574,-6.460,-0.067,-4.852,0
1749427047.574,-6.886,-0.299,-4.980,0
1749427047.634,-7.200,-0.157,-5.922,0
1749427047.634,-7.066,0.052,-6.438,0
1749427047.634,-6.909,0.920,-6.677,0
1749427047.683,-6.587,0.748,-7.245,0
1749427047.683,-6.602,0.404,-7.738,0
1749427047.683,-6.281,0.150,-8.165,0
1749427047.740,-6.565,-0.067,-8.195,0
1749427047.740,-6.266,-0.224,-8.053,0
1749427047.740,-5.929,-0.037,-8.239,0
1749427047.799,-5.952,-0.164,-8.426,0
1749427047.799,-6.123,0.120,-8.299,0
1749427047.799,-5.809,0.307,-8.509,0
1749427047.859,-4.987,0.284,-8.456,0
1749427047.859,-5.129,0.381,-7.881,0
1749427047.859,-4.830,0.172,-7.985,0
1749427047.906,-4.695,0.262,-8.150,0
1749427047.906,-4.404,0.336,-7.634,0
1749427047.906,-3.723,0.150,-7.290,0
1749427047.968,-3.634,0.426,-6.864,0
1749427047.968,-3.776,0.979,-6.946,0
1749427047.968,-4.187,1.122,-7.163,0
1749427048.023,-3.978,1.765,-6.901,0
1749427048.023,-3.380,2.086,-6.019,0
1749427048.023,-3.260,0.000,-5.667,0
1749427048.084,-3.559,1.226,-5.024,0
1749427048.084,-3.866,0.688,-4.224,0
1749427048.084,-3.821,0.576,-4.090,0
1749427048.129,-4.000,0.434,-3.424,0
1749427048.129,-3.574,0.359,-3.499,0
1749427048.129,-3.671,0.927,-3.918,0
1749427048.189,-3.761,0.935,-3.940,0
1749427048.189,-3.514,1.136,-4.314,0
1749427048.189,-3.155,1.772,-3.649,0
1749427048.253,-2.983,1.301,-3.462,0
1749427048.253,-3.447,1.099,-3.836,0
1749427048.253,-3.394,0.979,-4.037,0
1749427048.308,-3.110,1.159,-3.462,0
1749427048.308,-2.609,1.421,-2.744,0
1749427048.308,-2.864,1.787,-2.467,0
1749427048.357,-2.961,2.206,-2.348,0
1749427048.357,-2.983,2.183,-2.639,0
1749427048.357,-2.789,2.004,-2.707,0
1749427048.414,-2.886,2.617,-2.490,0
1749427048.414,-3.335,2.707,-2.550,0
1749427048.414,-3.469,2.153,-3.021,0
1749427048.474,-4.030,1.981,-3.484,0
1749427048.474,-3.783,2.064,-3.858,0
1749427048.474,-3.529,2.325,-3.993,0
1749427048.536,-3.036,2.639,-4.337,0
1749427048.536,-3.178,2.953,-4.277,0
1749427048.536,-3.125,2.714,-4.202,0
1749427048.580,-3.193,2.550,-4.396,0
1749427048.580,-3.065,2.669,-4.269,0
1749427048.580,-2.774,2.378,-3.716,0
1749427048.638,-2.766,2.318,-3.118,0
1749427048.638,-2.826,2.094,-2.991,0
1749427048.638,-2.781,1.959,-3.080,0
1749427048.699,-3.208,1.757,-3.110,0
1749427048.699,-3.088,1.757,-3.537,0
1749427048.699,-3.043,2.071,-3.731,0
1749427048.760,-3.140,2.325,-4.269,0
